charge_air_setpoint_mbar	300	exhaust_gas_setpoint_mbar	100	rail_pressure_setpoint_bar	1000	speed_setpoint_rpm	1200	Enable_Inj1	0	Duration_Inj1_usec	0	Timing_Inj1_DBTDC	50	Enable_Inj2	0	Duration_Inj2_usec	0	Timing_Inj2_DBTDC	40	Enable_Inj3	1	Duration_Inj3(MAIN)_usec	172	Timing_Inj3_DBTDC	7	GasInjectionEnable	1	GasInjDuration_usec	22500	GasInjTiming(DBTDC)	350	charge_air_pres_measured_mbar	560	charge_air_mass_flow_meas_gperh	79805	charge_air_temperature_meas_x1000degC	16029
69,815	68,217	69,559	68,937	69,975	68,410	68,673	69,839	68,945	69,184	69,312	69,615	69,552	68,889	68,929	70,206	69,408	70,111	70,039	69,656	69,663	69,009	69,025	68,737	70,007	68,896	69,120	68,561	70,550	68,977	69,336	68,945	68,896	68,505	69,424	69,640	69,967	69,775	70,374	68,785	69,527	69,743	68,537	68,521	68,953	69,416	69,352	69,136	69,855	70,007	70,638	70,654	69,248	69,136	68,457	70,047	69,600	69,304	69,863	69,927	69,304	70,063	69,376	69,072	69,312	69,320	69,416	70,742	68,864	70,007	69,296	69,559	68,530	69,216	69,144	69,863	69,479	68,841	69,584	69,304	69,919	70,238	68,945	70,374	69,320	69,775	68,649	68,737	69,903	68,825	69,184	69,256	69,695	69,288	69,959	70,135	69,568	68,689	69,624	69,412
69,424	68,832	69,336	69,736	69,927	68,801	69,520	70,087	70,151	70,486	69,903	69,983	70,526	70,095	69,783	68,929	69,576	68,961	70,063	69,863	71,093	69,831	69,224	70,367	68,122	69,799	67,786	70,039	71,484	69,959	70,079	68,274	68,984	69,224	69,304	70,726	70,039	71,429	70,910	70,271	69,872	70,414	69,863	70,774	69,479	69,831	69,879	68,593	70,095	70,247	71,445	68,977	71,868	70,142	69,975	69,016	69,791	70,319	70,966	70,294	69,640	70,422	68,977	70,294	69,280	70,174	70,726	71,940	69,152	69,903	69,672	67,994	68,729	69,720	70,406	68,745	69,511	69,608	69,559	69,136	69,176	69,072	68,530	71,045	70,398	69,320	69,280	69,104	70,941	69,048	69,631	69,975	70,526	69,679	69,600	71,285	70,494	68,961	69,887	69,821
70,638	71,149	71,205	72,115	71,597	70,742	72,052	71,693	72,331	72,635	71,964	71,700	72,211	72,883	71,493	69,727	71,693	70,071	71,844	71,253	72,707	71,804	70,805	72,523	69,096	71,652	69,144	72,427	72,874	72,475	72,052	69,927	71,173	71,500	71,133	72,627	71,253	73,450	72,379	72,435	71,613	72,156	72,276	73,003	71,285	71,333	71,748	69,991	71,876	72,004	72,858	69,456	74,320	72,004	72,387	70,335	71,916	72,267	72,356	71,748	71,005	71,988	70,351	72,108	71,493	71,828	73,042	73,218	70,910	71,636	70,941	69,152	70,622	71,468	72,563	69,592	71,293	71,908	71,940	71,181	70,390	70,462	69,967	72,914	72,036	70,694	71,085	71,189	73,122	70,982	71,892	71,820	72,195	71,812	71,229	72,962	71,860	70,910	71,452	71,602
72,204	73,003	73,330	73,857	73,298	72,379	73,825	72,962	73,609	73,809	73,769	73,098	73,250	74,736	72,555	71,557	73,489	71,900	73,641	72,563	73,218	73,098	72,483	73,466	71,421	73,186	71,684	73,561	73,489	74,224	73,338	72,331	73,394	73,266	73,298	73,689	72,555	74,001	73,234	73,466	73,090	73,298	73,753	73,505	72,899	72,324	73,521	72,028	73,473	73,745	73,402	71,325	74,680	72,955	73,553	72,611	73,386	73,514	72,946	72,978	72,299	73,489	72,044	72,914	73,602	73,010	74,232	73,553	72,475	73,441	71,772	71,636	72,387	72,946	73,777	71,437	73,218	73,745	74,400	73,434	72,140	72,555	72,012	74,216	72,771	72,579	72,603	72,930	74,576	73,074	73,729	73,234	73,226	73,713	73,274	73,761	72,483	72,387	72,939	73,093
72,851	73,370	74,208	73,929	73,905	72,739	73,809	73,346	73,561	73,457	74,552	73,298	73,194	74,824	72,451	73,170	73,666	73,210	74,648	73,010	72,635	72,955	73,370	72,675	73,402	73,090	73,210	73,202	73,162	74,145	73,162	73,713	74,440	73,514	74,496	73,370	73,546	73,521	73,130	73,226	73,577	73,322	73,777	72,028	73,082	72,276	73,993	73,226	73,729	74,256	73,114	73,162	73,289	72,659	73,202	74,432	73,602	73,138	72,930	73,330	73,042	73,873	72,962	72,403	74,688	73,346	73,666	72,923	72,683	73,953	72,092	73,498	72,987	73,466	73,289	72,939	73,785	73,977	75,255	74,088	73,026	74,097	73,106	74,177	72,659	73,457	73,274	73,314	74,528	74,640	74,184	73,178	73,106	74,376	74,368	73,298	72,036	72,539	73,354	73,444
73,218	73,289	74,168	73,306	74,184	72,731	72,874	73,473	72,994	72,923	74,664	73,138	72,858	74,360	72,163	74,536	72,962	73,761	75,151	73,098	71,972	72,276	73,657	71,189	74,815	72,124	73,745	72,611	72,603	73,074	72,587	74,072	74,744	73,378	75,055	72,971	74,384	73,170	72,962	72,379	73,729	73,322	73,314	70,646	72,739	72,076	73,793	74,240	73,577	74,088	72,835	74,384	71,652	72,260	72,204	74,935	73,586	72,292	73,114	73,577	73,889	73,881	73,881	71,900	75,039	73,625	72,826	72,260	72,363	73,634	72,515	74,696	73,090	73,498	72,260	74,088	73,865	73,673	75,327	73,769	73,482	74,856	73,729	73,673	72,819	73,569	73,697	73,266	73,993	75,446	74,049	72,611	73,066	74,584	74,872	72,675	71,908	72,204	73,138	73,371
73,929	72,858	74,097	73,026	74,448	72,699	72,659	73,242	73,050	72,715	74,057	73,282	72,691	73,841	72,036	75,367	72,994	74,232	74,895	72,914	71,916	72,443	73,402	71,053	75,558	71,796	73,841	72,179	72,835	72,555	72,826	73,937	74,384	72,899	74,648	73,146	74,568	73,234	73,242	71,732	73,625	73,657	72,826	70,614	72,411	72,147	73,250	74,560	73,777	73,929	73,090	75,008	71,030	72,340	71,804	74,792	74,025	72,251	73,098	73,577	73,521	73,905	74,336	72,036	74,608	73,666	73,026	72,491	72,276	73,873	72,778	75,223	73,210	73,130	72,395	74,568	73,729	73,346	75,183	73,362	74,041	75,271	73,937	73,913	73,306	73,546	73,346	73,010	73,921	74,512	73,897	72,603	73,561	74,544	74,736	72,874	72,260	71,940	72,994	73,353
74,376	72,507	73,745	73,010	74,496	72,627	72,643	72,435	73,289	72,451	73,050	73,186	72,619	73,162	72,131	75,119	73,410	74,088	73,450	72,451	72,411	72,851	72,699	72,036	75,278	72,435	73,210	72,147	73,354	72,523	73,138	73,178	73,897	72,188	73,482	73,498	74,329	73,897	73,833	71,548	72,962	73,913	72,451	71,645	72,235	72,036	72,771	73,937	73,569	73,673	73,514	74,456	71,764	72,955	71,852	74,145	73,873	72,755	72,955	72,930	72,499	73,937	73,897	72,443	73,657	73,425	73,761	73,298	72,331	73,945	72,371	74,552	72,978	72,763	73,162	73,985	73,498	73,058	74,512	72,835	74,136	74,879	73,473	74,744	73,721	73,354	72,619	72,723	73,873	72,803	73,586	72,835	74,256	73,985	73,721	73,306	72,914	71,812	72,819	73,223
74,232	72,987	74,041	73,682	74,799	73,162	73,306	72,587	74,136	73,066	73,354	73,410	73,697	73,761	73,210	74,496	74,168	73,705	72,883	72,619	73,801	73,801	72,858	73,689	74,288	73,761	72,611	73,210	74,760	73,178	73,673	72,819	74,193	72,595	73,346	74,193	75,079	75,558	75,047	72,826	73,074	74,744	73,146	72,890	72,923	72,619	73,457	73,801	73,489	74,057	74,464	73,586	73,985	74,113	73,090	73,801	73,761	73,713	74,200	73,098	72,659	74,815	73,801	73,666	73,793	74,320	74,992	74,776	72,858	74,256	72,667	73,618	72,858	73,546	74,041	73,282	73,817	73,569	74,113	72,819	74,136	74,440	73,434	75,718	74,712	73,441	73,450	73,106	74,688	72,835	74,200	73,666	75,327	74,025	73,122	74,728	74,240	72,491	73,298	73,716
75,095	75,199	76,086	76,030	76,653	75,103	75,335	75,207	76,357	75,582	75,990	75,726	76,213	76,876	75,558	75,183	75,941	74,911	75,391	74,840	76,493	75,918	75,223	75,607	74,472	75,822	73,498	75,894	77,412	75,886	75,639	74,640	75,870	75,359	75,534	76,469	76,724	77,907	77,340	75,902	75,614	76,604	75,742	75,087	75,311	74,928	76,389	75,103	75,670	76,565	76,868	74,416	77,108	76,093	75,630	75,423	75,902	75,607	76,940	75,926	75,015	77,283	75,462	75,758	76,237	76,405	77,340	77,260	74,911	76,093	74,615	74,448	74,304	76,118	75,398	74,320	75,982	75,878	75,990	74,824	75,167	75,566	74,736	77,244	76,693	74,983	75,726	75,175	77,116	75,862	76,557	75,830	76,949	76,445	75,119	76,940	76,541	74,624	75,630	75,802
